Região Geográfica,UF,Regional de Saúde,Município,Código IBGE,Tipo da Instituição,Sigla da Instituição,Nome da Instituição,CNPJ da Instituição,Nome do escritório regional/local,CNPJ do escritório regional/local,Tipo da Forma de Abastecimento,Código Forma de abastecimento,Nome da Forma de Abastecimento,Nome da ETA / UTA,Ano de referência,Mês de referência,Data de registro ,Data de preenchimento do relatório mensal,Data da coleta,Tipo de captação,Categoria do manancial superficial,Nome do manancial superficial,Categoria do ponto de captação subterrânea,Nome do ponto de captação subterrânea,Parâmetro,Unidade,Resultado
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2019,2,2019/03/20 00:00:00.000,2019-03-20,2019-02-25,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"1300,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2019,7,2019/08/10 00:00:00.000,2019-08-10,2019-07-15,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"776,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2019,9,2019/11/05 00:00:00.000,2019-11-05,2019-09-23,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"187,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2019,10,2019/11/21 00:00:00.000,2019-11-18,2019-10-21,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"285,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2020,1,2020/03/03 00:00:00.000,2020-03-02,2020-01-06,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"96,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2020,2,2020/04/20 00:00:00.000,2020-04-20,2020-02-03,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"0,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2020,9,2020/10/06 00:00:00.000,2020-10-06,2020-09-08,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"1112,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2020,11,2020/12/16 00:00:00.000,2020-12-15,2020-11-03,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"465,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2020,2,2020/04/20 00:00:00.000,2020-04-20,2020-02-10,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"20,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2020,6,2020/07/07 00:00:00.000,2020-07-07,2020-06-22,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"987,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2020,9,2020/10/13 00:00:00.000,2020-10-13,2020-09-28,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"183,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2020,8,2020/09/10 00:00:00.000,2020-09-10,2020-08-24,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"379,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2020,5,2020/06/09 00:00:00.000,2020-06-09,2020-05-11,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"52,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2020,4,2020/05/11 00:00:00.000,2020-05-11,2020-04-06,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"591,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2020,6,2020/07/10 00:00:00.000,2020-07-10,2020-06-15,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"110,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2020,10,2020/11/09 00:00:00.000,2020-11-05,2020-10-26,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"228,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2020,6,2020/07/13 00:00:00.000,2020-07-13,2020-06-01,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"546,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2020,5,2020/06/05 00:00:00.000,2020-06-05,2020-05-11,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"133,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2020,8,2020/09/14 00:00:00.000,2020-09-14,2020-08-10,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"46,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2021,2,2021/03/12 00:00:00.000,2021-03-12,2021-02-08,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"31,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2021,7,2021/08/16 00:00:00.000,2021-08-13,2021-07-19,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"327,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2021,9,2021/10/13 00:00:00.000,2021-10-13,2021-09-27,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"175,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2021,11,2021/12/27 00:00:00.000,2021-12-27,2021-11-08,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"148,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2021,1,2021/02/05 00:00:00.000,2021-02-05,2021-01-04,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"365,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2021,4,2021/05/18 00:00:00.000,2021-05-18,2021-04-05,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"364,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2021,7,2021/08/09 00:00:00.000,2021-08-09,2021-07-12,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"1169,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2021,10,2021/12/06 00:00:00.000,2021-12-06,2021-10-04,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"1250,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2021,1,2021/02/05 00:00:00.000,2021-02-05,2021-01-11,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"216,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2021,2,2021/03/09 00:00:00.000,2021-03-04,2021-02-08,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"41,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2021,4,2021/05/18 00:00:00.000,2021-05-18,2021-04-19,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"73,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2021,5,2021/06/15 00:00:00.000,2021-06-11,2021-05-17,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"10,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2021,1,2021/02/08 00:00:00.000,2021-02-05,2021-01-18,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"243,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2021,3,2021/04/12 00:00:00.000,2021-04-12,2021-03-15,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"328,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2021,6,2021/07/08 00:00:00.000,2021-07-07,2021-06-21,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"134,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2021,4,2021/05/18 00:00:00.000,2021-05-18,2021-04-05,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"364,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2021,9,2021/10/13 00:00:00.000,2021-10-13,2021-09-06,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"538,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2021,3,2021/04/12 00:00:00.000,2021-04-12,2021-03-15,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"9,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2021,9,2021/10/13 00:00:00.000,2021-10-13,2021-09-27,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"47,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2021,12,2022/01/10 00:00:00.000,2022-01-10,2021-12-06,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"31,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2021,12,2022/01/10 00:00:00.000,2022-01-10,2021-12-13,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"73,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2022,2,2022/03/11 00:00:00.000,2022-03-09,2022-02-21,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"56,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,MENINO DEUS,JOSÉ LOUREIRO DA SILVA,2022,4,2022/05/24 00:00:00.000,2022-05-23,2022-04-04,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"1234,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2022,1,2022/02/21 00:00:00.000,2022-02-21,2022-01-10,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"73,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2022,5,2022/06/27 00:00:00.000,2022-06-27,2022-05-23,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"428,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2022,5,2022/06/27 00:00:00.000,2022-06-27,2022-05-23,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"4,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2022,5,2022/06/27 00:00:00.000,2022-06-27,2022-05-09,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"1414,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2022,6,2022/07/19 00:00:00.000,2022-07-19,2022-06-20,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,"2481,0"
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2014,1,2015/01/16 00:00:00.000,2014-01-31,2014-01-02,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,83
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2014,6,2015/01/21 00:00:00.000,2014-06-30,2014-06-16,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,1733
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2014,2,2015/01/19 00:00:00.000,2014-02-28,2014-02-10,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,550
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2014,7,2015/01/21 00:00:00.000,2014-07-31,2014-07-21,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,1553
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2014,10,2015/01/22 00:00:00.000,2014-10-31,2014-10-27,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,167
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2014,10,2015/01/22 00:00:00.000,2014-10-31,2014-10-20,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,816
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2014,3,2015/01/19 00:00:00.000,2014-03-31,2014-03-06,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,1300
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2014,6,2015/01/21 00:00:00.000,2014-06-30,2014-06-23,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,435
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2014,8,2015/01/21 00:00:00.000,2014-08-31,2014-08-11,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,1920
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2014,4,2015/01/20 00:00:00.000,2014-04-30,2014-04-28,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,291
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2014,8,2015/01/21 00:00:00.000,2014-08-31,2014-08-11,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,130
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2015,9,2016/01/21 00:00:00.000,2015-09-30,2015-09-14,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,220
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2015,1,2015/05/11 00:00:00.000,2015-01-31,2015-01-19,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,1550
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2015,7,2015/11/18 00:00:00.000,2015-07-31,2015-07-13,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,11200
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2015,7,2015/11/18 00:00:00.000,2015-07-31,2015-07-27,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,1950
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2015,12,2016/04/13 00:00:00.000,2015-12-31,2015-12-07,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,1250
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2015,11,2016/04/13 00:00:00.000,2015-12-31,2015-11-03,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,30
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2015,11,2016/04/13 00:00:00.000,2015-12-31,2015-11-09,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,100
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2015,11,2016/04/13 00:00:00.000,2015-11-30,2015-11-03,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,50
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2016,7,2016/08/15 00:00:00.000,2016-08-15,2016-07-11,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,570
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2016,12,2017/02/07 00:00:00.000,2017-02-07,2016-12-12,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,776
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2016,7,2016/08/29 00:00:00.000,2016-08-29,2016-07-19,SUPERFICIAL,lago,GUAIBA,,,Escherichia coli,E.coli/100mL,1140
